"spearman" "pvalcorr" "pvallinear" "pvalanova" "bootstrap" "pearson" "Ncount"
"rho658" -0.114869764368058 0.0142208423762673 0.047053382449527 1.14209937527575e-76 "sigdifferent" 0.27013696556234 455
"rho659" -0.0871146398021407 0.138895528211522 0.516607658269641 3.06936553683062e-69 "sigdifferent" 0.0886637528310097 290
"rho660" -0.11612831686363 0.00253199008169685 1.29696845323696e-05 5.64265521634947e-34 "notsigdifferent" 0.779658192115059 674
"rho661" -0.127909745889842 0.0314687226078528 0.0015765385755666 5.27450801241467e-13 "notsigdifferent" 0.885378641199222 283
"rho662" -0.110554076583395 0.0206561207975373 0.796164458010191 4.7461804222082e-115 "sigdifferent" 0.0146293435573895 438
"rho663" -0.0927447506276475 0.0111023200244776 8.97027231940173e-08 5.15580341654175e-194 "sigdifferent" 0.914788032498861 749
"rho664" -0.263062850673537 1.12500132393997e-06 0.00255560280427422 1.61949717816628e-60 "sigdifferent" 0.861475248625361 333
"rho665" -0.192277203761285 5.31990656893879e-05 0.702839351765123 6.4102250970617e-36 "notsigdifferent" 0.0316274227495452 436
"rho666" -0.0101567363668236 0.779117464774006 0.86599635224354 3.37835531100503e-111 "sigdifferent" 0.00514291392406376 765
"rho667" -0.176268839427049 0.00254749550525387 0.00213877245583616 1.66095494531705e-107 "sigdifferent" 0.92544041380086 291
"rho668" -0.14481503468828 0.00168358783833747 0.36199356316673 6.43585653272083e-25 "notsigdifferent" 0.119588556938928 468
"rho669" -0.240613444105317 1.35223482594802e-05 0.010701178686311 7.29306310620852e-11 "notsigdifferent" 0.62958661864031 320
"rho670" -0.103611074452774 0.0424379948137286 0.928237189030725 1.20851741531866e-55 "sigdifferent" 0.00179010598849041 384
"rho671" -0.0171097863475972 0.75574510163561 0.00951694398931968 1.36999035397735e-150 "sigdifferent" 0.700862951179276 333
"rho672" -0.0459624352320068 0.451126649478555 0.186625465751601 9.35879485586428e-106 "sigdifferent" 0.318819421673638 271
"rho673" -0.0676709931072823 0.266054676533923 0.923077498907487 2.95867500032415e-36 "notsigdifferent" 0.00168686800327322 272
"rho674" -0.113938301006175 0.0726985827810038 0.896231454883252 2.06174745314003e-43 "sigdifferent" 0.00307545917485963 249
"rho675" -0.204860861532462 0.00155591542374782 0.0109488992536165 2.56504096599731e-23 "notsigdifferent" 0.627295638128674 236
"rho676" -0.145375330328534 0.0361584539934841 0.0596445368721653 5.83076080839364e-24 "notsigdifferent" 0.540754870493623 208
