ParentPhenotyope MutantPhenotype proportion KC_col1 KC_col4 Conditional_Complexity
 1100010000000000 1000000000000000 0.10470416666666667 16.00 10.00 27.50
 1100010000000000 1100000000000000 0.09317083333333333 16.00 12.00 30.00
 1100010000000000 1100110000000000 0.012745833333333333 16.00 18.00 32.50
 1100010000000000 0100011111100010 0.003820833333333333 16.00 24.00 40.00
 1100010000000000 0010111001110100 0.0037333333333333333 16.00 24.00 42.50
 1100010000000000 1000100000000000 0.09340833333333333 16.00 16.00 25.00
 1100010000000000 1100010000000000 0.29489166666666666 16.00 16.00 25.00
 1100010000000000 1110101011100000 0.007658333333333333 16.00 20.00 37.50
 1100010000000000 1110000000000000 0.0 16.00 12.00 30.00
 1100010000000000 1100111001100000 0.0 16.00 20.00 37.50
 1100010000000000 0110111011000000 0.0 16.00 22.00 37.50
 1100010000000000 1100100000000000 0.0 16.00 16.00 30.00
 1100010000000000 1110010000000000 0.0208875 16.00 18.00 32.50
 1100010000000000 1111111111111111 0.0 16.00 4.00 25.00
 1100010000000000 0100110000000000 0.0 16.00 20.00 32.50
 1100010000000000 1000100010000000 0.0 16.00 16.00 27.50
 1100010000000000 0100110001000000 0.0207625 16.00 22.00 32.50
 1100010000000000 1000110000000000 0.0011958333333333333 16.00 18.00 32.50
 1100010000000000 0100111000000000 0.0 16.00 20.00 32.50
 1100010000000000 1000110010000000 0.0 16.00 20.00 32.50
 1100010000000000 0100111001000000 0.0 16.00 20.00 35.00
 1100010000000000 0110111111110110 0.007545833333333333 16.00 24.00 40.00
 1110101011100000 0000000000000000 0.5324916666666667 20.00 4.00 25.00
 1110101011100000 1000000000000000 0.0 20.00 10.00 32.50
 1110101011100000 1100000000000000 0.12943333333333334 20.00 12.00 35.00
 1110101011100000 1100110000000000 0.0254625 20.00 18.00 40.00
 1110101011100000 0100011111100010 0.006904166666666667 20.00 24.00 45.00
 1110101011100000 0010111001110100 0.006604166666666667 20.00 24.00 40.00
 1110101011100000 1000100000000000 0.12936666666666666 20.00 16.00 35.00
 1110101011100000 1100010000000000 0.005591666666666667 20.00 16.00 37.50
 1110101011100000 1110101011100000 0.12805416666666666 20.00 20.00 30.00
 1110101011100000 1110000000000000 0.010366666666666666 20.00 12.00 32.50
 1110101011100000 1100111001100000 0.0 20.00 20.00 40.00
 1110101011100000 0110111011000000 0.0 20.00 22.00 37.50
 1110101011100000 1100100000000000 0.005075 20.00 16.00 37.50
 1110101011100000 1110010000000000 0.0 20.00 18.00 37.50
 1110101011100000 1111111111111111 0.0 20.00 4.00 30.00
 1110101011100000 0100110000000000 0.0051333333333333335 20.00 20.00 37.50
 1110101011100000 1000100010000000 0.010358333333333334 20.00 16.00 35.00
 1110101011100000 0100110001000000 0.0 20.00 22.00 37.50
 1110101011100000 1000110000000000 0.005158333333333333 20.00 18.00 37.50
 1110101011100000 0100111000000000 0.0 20.00 20.00 37.50
 1110101011100000 1000110010000000 0.0 20.00 20.00 37.50
 1110101011100000 0100111001000000 0.0 20.00 20.00 40.00
 1110101011100000 0110111111110110 0.0 20.00 24.00 42.50
 1110000000000000 0000000000000000 0.292775 12.00 4.00 15.00
 1110000000000000 1000000000000000 0.1050375 12.00 10.00 22.50
 1110000000000000 1100000000000000 0.1784 12.00 12.00 20.00
 1110000000000000 1100110000000000 0.005075 12.00 18.00 25.00
 1110000000000000 0100011111100010 0.0074875 12.00 24.00 35.00
 1110000000000000 0010111001110100 0.0074875 12.00 24.00 37.50
 1110000000000000 1000100000000000 0.007516666666666666 12.00 16.00 25.00
 1110000000000000 1100010000000000 0.0 12.00 16.00 25.00
 1110000000000000 1110101011100000 0.015508333333333334 12.00 20.00 32.50
 1110000000000000 1110000000000000 0.2959583333333333 12.00 12.00 20.00
 1110000000000000 1100111001100000 0.0209125 12.00 20.00 32.50
 1110000000000000 0110111011000000 0.0213875 12.00 22.00 32.50
 1110000000000000 1100100000000000 0.0 12.00 16.00 25.00
 1110000000000000 1110010000000000 0.020583333333333332 12.00 18.00 27.50
 1110000000000000 1111111111111111 0.0 12.00 4.00 20.00
 1110000000000000 0100110000000000 0.0 12.00 20.00 27.50
 1110000000000000 1000100010000000 0.0011416666666666667 12.00 16.00 25.00
 1110000000000000 0100110001000000 0.0 12.00 22.00 30.00
 1110000000000000 1000110000000000 0.0 12.00 18.00 27.50
 1110000000000000 0100111000000000 0.020729166666666667 12.00 20.00 27.50
 1110000000000000 1000110010000000 0.0 12.00 20.00 30.00
 1110000000000000 0100111001000000 0.0 12.00 20.00 30.00
 1110000000000000 0110111111110110 0.0 12.00 24.00 35.00
